Price,Area,Floor,Bedroom,Restroom,Roadfrontage,Legal,Lat,Long
5.58,68.0,2.0,3.0,2.0,1,1,10.861410750000001,106.66420925636413
8.4,46.0,,4.0,4.0,0,0,10.8121855,106.70404172557386
13.55,140.0,,,,1,1,10.8121855,106.70404172557386
4.0,42.0,,,,0,0,10.79159445,106.62785362180159
6.5,139.0,4.0,7.0,,1,1,10.8298295,106.7617899
3.6,140.0,3.0,3.0,,1,1,10.7705525,106.59952282588061
5.3,36.0,3.0,3.0,4.0,0,0,10.8010732,106.6798916250364
5.3,130.0,2.0,2.0,,0,1,10.7705525,106.59952282588061
4.6,70.0,1.0,,,0,0,10.7705525,106.59952282588061
3.8,40.0,3.0,2.0,2.0,1,1,10.79159445,106.62785362180159
4.9,62.0,,2.0,2.0,0,0,10.7705525,106.59952282588061
4.8,50.0,3.0,3.0,3.0,0,0,10.8121855,106.70404172557386
4.35,34.0,,3.0,3.0,0,1,10.8030656,106.65227606400094
4.5,120.0,2.0,2.0,3.0,0,1,10.7500035,106.51488582967849
4.8,28.0,5.0,3.0,3.0,0,0,10.8010732,106.6798916250364
6.6,72.0,3.0,3.0,4.0,0,1,10.7763897,106.7011391
1.75,46.0,3.0,2.0,2.0,1,1,10.7607295,106.70710890359896
42.0,375.0,3.0,5.0,,1,1,10.8298295,106.7617899
4.0,74.0,3.0,,,0,1,10.7500035,106.51488582967849
10.2,55.0,3.0,4.0,5.0,0,1,10.778752650000001,106.6870307478091
5.75,48.0,3.0,,2.0,0,0,10.8121855,106.70404172557386
6.0,8.0,3.0,3.0,3.0,0,1,10.8121855,106.70404172557386
38.0,40.0,3.0,2.0,2.0,0,1,10.79159445,106.62785362180159
4.48,40.0,3.0,4.0,3.0,0,0,10.7705525,106.59952282588061
12.0,52.0,3.0,4.0,4.0,1,0,10.8030656,106.65227606400094
27.2,120.0,,,,1,0,10.778752650000001,106.6870307478091
3.0,40.0,,2.0,,1,0,10.7763897,106.7011391
6.0,44.0,,6.0,2.0,0,0,10.8352833,106.67406562042235
9.3,67.0,5.0,5.0,5.0,1,1,10.737754800000001,106.72971280655217
1.75,2.0,2.0,2.0,2.0,0,1,10.8030656,106.65227606400094
4.65,45.0,3.0,3.0,3.0,0,1,10.8352833,106.67406562042235
5.5,41.0,4.0,3.0,3.0,0,0,10.778752650000001,106.6870307478091
4.0,60.0,,2.0,2.0,0,1,10.861410750000001,106.66420925636413
3.3,50.0,,,,0,1,10.778752650000001,106.6870307478091
8.2,77.0,3.0,4.0,5.0,0,1,10.7705525,106.59952282588061
9.8,50.0,4.0,4.0,4.0,1,1,10.7726536,106.66821544343898
18.4,90.0,,6.0,6.0,1,0,10.8311346,106.7715507
4.5,84.0,1.0,2.0,2.0,0,1,10.79159445,106.62785362180159
1.85,5.0,2.0,2.0,2.0,0,1,10.737754800000001,106.72971280655217
78.0,58.0,4.0,4.0,3.0,1,0,10.79159445,106.62785362180159
4.5,40.0,,2.0,2.0,0,1,10.7659529,106.6475594370616
3.54,76.0,2.0,3.0,2.0,1,1,10.7705525,106.59952282588061
3.95,60.0,3.0,2.0,2.0,0,1,10.7705525,106.59952282588061
4.2,160.0,3.0,3.0,2.0,0,1,10.7705525,106.59952282588061
4.6,63.0,2.0,9.0,2.0,0,1,10.8352833,106.67406562042235
6.4,72.0,2.0,3.0,4.0,1,0,10.737754800000001,106.72971280655217
30.0,120.0,3.0,5.0,5.0,0,1,10.8121855,106.70404172557386
7.6,64.0,6.0,4.0,5.0,0,1,10.7220335,106.62949387003158
2.95,10.0,3.0,,,0,1,10.8352833,106.67406562042235
6.7,64.0,4.0,3.0,4.0,0,1,10.7763897,106.7011391
7.4,5.0,3.0,4.0,4.0,0,1,10.7733621,106.7597722
3.9,33.0,2.0,2.0,2.0,1,1,10.7763897,106.7011391
6.6,96.0,5.0,4.0,5.0,1,1,10.7705525,106.59952282588061
7.1,44.0,3.0,3.0,4.0,0,0,10.8010732,106.6798916250364
2.5,9.0,2.0,,,0,0,10.7705525,106.59952282588061
6.8,154.0,,3.0,3.0,1,0,10.7763897,106.7011391
7.8,65.0,3.0,4.0,5.0,1,0,10.737754800000001,106.72971280655217
3.98,66.0,2.0,2.0,1.0,0,0,10.7705525,106.59952282588061
10.0,80.0,7.0,5.0,5.0,1,1,10.8311346,106.7715507
13.5,84.0,3.0,4.0,5.0,0,0,10.8121855,106.70404172557386
2.0,20.0,3.0,1.0,,1,1,10.8298295,106.7617899
5.39,60.0,3.0,4.0,6.0,0,0,10.7705525,106.59952282588061
6.8,52.0,2.0,2.0,2.0,0,1,10.8352833,106.67406562042235
1.8,39.0,,2.0,2.0,0,1,10.737754800000001,106.72971280655217
9.8,55.0,6.0,3.0,4.0,0,1,10.778752650000001,106.6870307478091
295.0,21.0,3.0,2.0,3.0,0,0,10.8121855,106.70404172557386
10.4,80.0,3.0,4.0,5.0,0,0,10.737754800000001,106.72971280655217
3.9,60.0,5.0,4.0,4.0,1,1,10.861410750000001,106.66420925636413
8.3,52.0,4.0,4.0,4.0,1,1,10.8298295,106.7617899
1.75,75.0,2.0,2.0,2.0,0,1,10.8030656,106.65227606400094
23.0,144.0,3.0,4.0,,0,1,10.8121855,106.70404172557386
4.9,64.0,,,,0,0,10.7705525,106.59952282588061
8.9,48.0,6.0,,,0,0,10.8030656,106.65227606400094
4.45,42.0,3.0,3.0,2.0,0,1,10.8352833,106.67406562042235
10.0,40.0,4.0,4.0,,0,1,10.75575695,106.66747459440559
5.2,118.0,1.0,5.0,,1,1,10.8298295,106.7617899
12.99,68.0,1.0,,,1,0,10.745868250000001,106.63910717557408
4.4,46.0,3.0,3.0,2.0,0,1,10.8352833,106.67406562042235
6.1,42.0,3.0,3.0,3.0,0,0,10.8010732,106.6798916250364
3.6,40.0,3.0,2.0,1.0,0,1,10.8030656,106.65227606400094
1.8,51.0,,,,1,1,10.7763897,106.7011391
5.25,40.0,3.0,3.0,3.0,0,1,10.79159445,106.62785362180159
21.0,190.0,,,,0,1,10.8030656,106.65227606400094
4.5,40.0,3.0,,3.0,0,1,10.79159445,106.62785362180159
12.5,74.0,4.0,6.0,6.0,0,1,10.8121855,106.70404172557386
7.3,80.0,3.0,4.0,5.0,1,0,10.737754800000001,106.72971280655217
8.8,42.0,5.0,4.0,5.0,0,1,10.7726536,106.66821544343898
6.5,42.0,4.0,4.0,2.0,1,1,10.745868250000001,106.63910717557408
5.2,46.0,3.0,3.0,2.0,0,1,10.737754800000001,106.72971280655217
7.8,71.0,,2.0,2.0,1,1,10.7763897,106.7011391
4.45,58.0,2.0,3.0,2.0,1,1,10.79159445,106.62785362180159
5.6,35.0,3.0,3.0,3.0,0,1,10.7726536,106.66821544343898
6.1,48.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
4.8,65.0,1.0,,,1,0,10.7659529,106.6475594370616
9.0,44.0,,2.0,2.0,1,1,10.7726536,106.66821544343898
6.5,5.0,3.0,,,1,0,10.8298295,106.7617899
6.9,63.0,3.0,3.0,4.0,1,1,10.79159445,106.62785362180159
5.4,38.0,3.0,3.0,3.0,0,0,10.8010732,106.6798916250364
9.8,56.0,6.0,3.0,4.0,0,1,10.778752650000001,106.6870307478091
4.95,67.0,1.0,,,0,0,10.8352833,106.67406562042235
6.43,38.0,4.0,5.0,5.0,0,1,10.8010732,106.6798916250364
4.95,48.0,2.0,2.0,2.0,0,1,10.8352833,106.67406562042235
12.5,6.0,1.0,1.0,1.0,1,0,10.79159445,106.62785362180159
8.1,52.0,3.0,4.0,4.0,0,0,10.8010732,106.6798916250364
7.5,60.0,3.0,4.0,5.0,0,0,10.737754800000001,106.72971280655217
9.5,45.0,6.0,6.0,7.0,0,1,10.7726536,106.66821544343898
7.8,60.0,5.0,6.0,6.0,0,0,10.8352833,106.67406562042235
5.5,59.0,5.0,5.0,5.0,0,1,10.79159445,106.62785362180159
16.48,196.0,6.0,7.0,,0,1,10.8121855,106.70404172557386
9.9,70.0,5.0,4.0,5.0,1,1,10.8352833,106.67406562042235
7.3,58.0,3.0,4.0,3.0,0,1,10.75575695,106.66747459440559
22.0,100.0,5.0,4.0,6.0,1,1,10.7220335,106.62949387003158
30.0,309.0,8.0,,8.0,1,0,10.8030656,106.65227606400094
8.2,64.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
2.3,40.0,,2.0,2.0,0,1,10.737754800000001,106.72971280655217
3.6,40.0,2.0,2.0,1.0,1,0,10.8030656,106.65227606400094
2.45,16.0,4.0,,,0,0,10.8030656,106.65227606400094
1.85,30.0,2.0,2.0,2.0,1,1,10.7763897,106.7011391
12.0,102.0,,,,1,1,10.737754800000001,106.72971280655217
6.8,54.0,5.0,4.0,5.0,1,0,10.650967049999998,106.72638246812322
4.2,55.0,3.0,2.0,2.0,0,1,10.8298295,106.7617899
9.0,50.0,6.0,,,0,1,10.7763897,106.7011391
205.0,120.0,8.0,4.0,4.0,1,0,10.8010732,106.6798916250364
6.9,15.0,3.0,3.0,2.0,0,1,10.737754800000001,106.72971280655217
4.05,43.0,4.0,2.0,2.0,0,0,10.7705525,106.59952282588061
14.7,140.0,3.0,3.0,4.0,1,1,10.8311346,106.7715507
34.0,44.0,3.0,,,0,1,10.7705525,106.59952282588061
9.5,60.0,4.0,4.0,,1,1,10.75575695,106.66747459440559
5.2,118.0,1.0,4.0,,1,1,10.8298295,106.7617899
3.9,46.0,,,,0,0,10.79159445,106.62785362180159
3.7,39.0,2.0,3.0,2.0,0,1,10.79159445,106.62785362180159
6.2,42.0,2.0,3.0,3.0,0,1,10.77526035,106.69957286491969
10.7,72.0,6.0,4.0,5.0,0,1,10.7726536,106.66821544343898
7.5,58.0,4.0,3.0,4.0,1,1,10.8352833,106.67406562042235
7.4,48.0,,3.0,4.0,0,1,10.8010732,106.6798916250364
6.5,62.0,5.0,4.0,,0,1,10.7705525,106.59952282588061
6.98,50.0,5.0,3.0,3.0,0,1,10.8352833,106.67406562042235
19.0,80.0,4.0,,,1,0,10.7705525,106.59952282588061
9.8,72.0,5.0,3.0,3.0,0,1,10.8121855,106.70404172557386
2.9,32.0,4.0,4.0,3.0,0,1,10.7705525,106.59952282588061
15.95,240.0,,,,0,1,10.8121855,106.70404172557386
4.1,38.0,2.0,2.0,2.0,0,1,10.79159445,106.62785362180159
14.69,8.0,4.0,6.0,5.0,0,1,10.8030656,106.65227606400094
5.35,38.0,4.0,3.0,3.0,1,1,10.8030656,106.65227606400094
8.6,60.0,4.0,12.0,6.0,0,1,10.8121855,106.70404172557386
15.0,215.0,1.0,15.0,16.0,1,1,10.8121855,106.70404172557386
8.6,58.0,3.0,4.0,4.0,0,0,10.8121855,106.70404172557386
3.85,33.0,3.0,2.0,3.0,0,1,10.7726536,106.66821544343898
7.86,7770.0,4.0,4.0,3.0,1,1,10.7705525,106.59952282588061
5.15,40.0,3.0,,,0,0,10.7705525,106.59952282588061
4.1,20.0,3.0,2.0,,0,0,10.75575695,106.66747459440559
9.5,5.0,,,,0,0,10.7726536,106.66821544343898
4.16,214.0,,3.0,3.0,1,1,10.861410750000001,106.66420925636413
8.36,50.0,7.0,5.0,5.0,0,1,10.8121855,106.70404172557386
9.95,56.0,3.0,4.0,4.0,1,1,10.77526035,106.69957286491969
4.0,95.0,,,,0,1,10.8311346,106.7715507
5.0,53.0,3.0,3.0,2.0,1,0,10.7763897,106.7011391
8.0,55.0,5.0,,,0,1,10.77526035,106.69957286491969
2.5,21.0,4.0,2.0,2.0,0,1,10.7763897,106.7011391
6.7,62.0,3.0,4.0,5.0,0,1,10.79159445,106.62785362180159
16.0,154.0,,,8.0,1,1,10.8030656,106.65227606400094
11.0,82.0,6.0,,,1,0,10.8030656,106.65227606400094
7.7,35.0,5.0,4.0,4.0,0,1,10.8010732,106.6798916250364
4.1,90.0,4.0,,3.0,0,1,10.7763897,106.7011391
2.45,18.0,6.0,3.0,4.0,1,1,10.7763897,106.7011391
5.6,72.0,3.0,3.0,3.0,0,1,10.8352833,106.67406562042235
19.0,190.0,2.0,2.0,2.0,1,1,10.79159445,106.62785362180159
8.5,5.0,5.0,4.0,5.0,1,0,10.8298295,106.7617899
7.6,63.0,5.0,4.0,5.0,0,1,10.8352833,106.67406562042235
0.46,80.0,,,,0,0,10.7705525,106.59952282588061
7.8,56.0,3.0,5.0,5.0,0,1,10.7763897,106.7011391
6.5,80.0,3.0,15.0,5.0,0,1,10.737754800000001,106.72971280655217
3.65,69.0,,5.0,,1,1,10.8298295,106.7617899
3.9,65.0,,2.0,2.0,0,1,10.861410750000001,106.66420925636413
6.1,43.0,3.0,3.0,4.0,0,0,10.8010732,106.6798916250364
6.0,500.0,,2.0,2.0,0,0,10.7659529,106.6475594370616
6.4,40.0,,,,0,1,10.7659529,106.6475594370616
4.5,25.0,,,,0,1,10.7726536,106.66821544343898
8.0,45.0,4.0,6.0,6.0,0,1,10.7726536,106.66821544343898
4.7,38.0,3.0,6.0,3.0,0,1,10.8121855,106.70404172557386
2.6,32.0,,,,0,0,10.8030656,106.65227606400094
2.5,32.0,2.0,4.0,3.0,1,1,10.7705525,106.59952282588061
145.0,518.0,3.0,,28.0,1,0,10.8298295,106.7617899
4.2,40.0,2.0,,,0,0,10.79159445,106.62785362180159
1.55,5.0,2.0,2.0,2.0,0,1,10.7705525,106.59952282588061
6.9,24.0,5.0,4.0,3.0,0,1,10.7726536,106.66821544343898
5.0,33.0,5.0,4.0,3.0,1,0,10.8352833,106.67406562042235
8.3,100.0,4.0,3.0,3.0,0,1,10.7763897,106.7011391
3.2,40.0,2.0,,,0,0,10.7705525,106.59952282588061
75.0,72.0,3.0,,3.0,0,1,10.8121855,106.70404172557386
4.35,62.0,,2.0,1.0,1,0,10.7705525,106.59952282588061
19.0,126.0,3.0,3.0,2.0,1,1,10.8352833,106.67406562042235
2.4,30.0,2.0,2.0,2.0,0,1,10.79159445,106.62785362180159
16.0,120.0,2.0,5.0,3.0,1,1,10.7500035,106.51488582967849
5.5,192.0,3.0,4.0,4.0,0,1,10.79159445,106.62785362180159
2.6,18.0,5.0,3.0,3.0,0,0,10.8030656,106.65227606400094
5.0,77.0,5.0,5.0,,1,1,10.8311346,106.7715507
8.5,64.0,6.0,4.0,4.0,1,1,10.8352833,106.67406562042235
5.6,100.0,2.0,5.0,4.0,0,0,10.7705525,106.59952282588061
6.99,36.0,4.0,2.0,3.0,1,1,10.8010732,106.6798916250364
8.55,68.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
19.5,70.0,5.0,12.0,12.0,1,0,10.8121855,106.70404172557386
2.4,22.0,3.0,1.0,,0,1,10.8030656,106.65227606400094
5.15,34.0,2.0,3.0,3.0,0,0,10.8010732,106.6798916250364
4.2,41.0,2.0,2.0,3.0,1,1,10.79159445,106.62785362180159
6.4,49.0,2.0,3.0,3.0,0,0,10.8010732,106.6798916250364
14.5,75.0,2.0,2.0,2.0,1,1,10.8121855,106.70404172557386
5.85,36.0,3.0,3.0,3.0,0,1,10.8121855,106.70404172557386
7.5,65.0,2.0,3.0,3.0,0,1,10.8030656,106.65227606400094
4.8,48.0,,,,0,0,10.7220335,106.62949387003158
3.39,35.0,3.0,3.0,3.0,0,0,10.8352833,106.67406562042235
18.0,420.0,4.0,38.0,,0,1,10.8298295,106.7617899
6.2,47.0,6.0,4.0,5.0,0,1,10.8121855,106.70404172557386
1.45,2.0,2.0,2.0,2.0,1,1,10.878345,106.57635314823773
17.0,78.0,2.0,2.0,3.0,0,1,10.7726536,106.66821544343898
21.0,255.0,4.0,6.0,5.0,0,0,10.8010732,106.6798916250364
10.5,75.0,1.0,1.0,1.0,1,1,10.8352833,106.67406562042235
3.9,70.0,2.0,2.0,2.0,0,1,10.8121855,106.70404172557386
17.5,192.0,,,,0,1,10.8121855,106.70404172557386
2.9,26.0,3.0,2.0,2.0,1,1,10.79159445,106.62785362180159
10.5,90.0,,3.0,3.0,1,1,10.737754800000001,106.72971280655217
4.35,100.0,3.0,,,0,1,10.79159445,106.62785362180159
12.2,89.0,3.0,3.0,3.0,0,1,10.8030656,106.65227606400094
6.5,80.0,2.0,4.0,4.0,1,1,10.79159445,106.62785362180159
2.5,54.0,1.0,,,0,1,10.7220335,106.62949387003158
0.55,45.0,,,,1,1,10.7763897,106.7011391
5.0,200.0,3.0,4.0,5.0,1,1,10.861410750000001,106.66420925636413
5.5,31.0,5.0,3.0,3.0,0,0,10.8352833,106.67406562042235
5.99,50.0,5.0,,,0,1,10.7763897,106.7011391
6.1,44.0,4.0,2.0,3.0,0,1,10.8121855,106.70404172557386
3.0,60.0,3.0,,,0,1,10.8311346,106.7715507
1.9,1.0,,2.0,2.0,0,1,10.737754800000001,106.72971280655217
8.0,75.0,4.0,4.0,5.0,0,0,10.8352833,106.67406562042235
4.8,65.0,2.0,,,0,0,10.7705525,106.59952282588061
7.3,54.0,2.0,,,1,0,10.745868250000001,106.63910717557408
6.0,60.0,3.0,3.0,2.0,0,1,10.8352833,106.67406562042235
5.1,95.0,,2.0,2.0,1,1,10.8352833,106.67406562042235
7.8,158.0,,5.0,5.0,0,1,10.737754800000001,106.72971280655217
4.0,60.0,4.0,,,1,1,10.8030656,106.65227606400094
5.95,47.0,3.0,4.0,4.0,0,0,10.8352833,106.67406562042235
6.9,100.0,,2.0,1.0,0,0,10.737754800000001,106.72971280655217
20.0,133.0,4.0,8.0,6.0,0,1,10.7705525,106.59952282588061
2.8,45.0,2.0,2.0,,0,1,10.7659529,106.6475594370616
4.7,50.0,4.0,4.0,4.0,0,1,10.861410750000001,106.66420925636413
5.7,78.0,6.0,2.0,2.0,0,1,10.8121855,106.70404172557386
7.5,64.0,4.0,3.0,4.0,1,1,10.79159445,106.62785362180159
7.5,54.0,4.0,3.0,3.0,1,1,10.8121855,106.70404172557386
7.1,58.0,3.0,4.0,4.0,0,0,10.79159445,106.62785362180159
5.2,52.0,,,,1,1,10.8030656,106.65227606400094
9.5,91.0,3.0,,,0,1,10.8030656,106.65227606400094
3.3,45.0,2.0,2.0,2.0,1,1,10.8298295,106.7617899
2.7,55.0,,3.0,2.0,0,1,10.861410750000001,106.66420925636413
8.4,58.0,3.0,4.0,4.0,0,0,10.8010732,106.6798916250364
1.75,75.0,,2.0,2.0,0,1,10.8352833,106.67406562042235
6.8,80.0,3.0,,4.0,0,1,10.8121855,106.70404172557386
4.6,54.0,2.0,7.0,3.0,0,0,10.8121855,106.70404172557386
9.8,1.0,,2.0,2.0,1,1,10.8010732,106.6798916250364
9.95,156.0,1.0,,8.0,1,0,10.737754800000001,106.72971280655217
4.3,36.0,2.0,2.0,2.0,0,1,10.8030656,106.65227606400094
4.3,65.0,4.0,5.0,,0,1,10.745868250000001,106.63910717557408
16.5,58.0,3.0,6.0,4.0,1,1,10.8298295,106.7617899
3.8,120.0,4.0,4.0,3.0,0,1,10.7705525,106.59952282588061
4.3,41.0,2.0,2.0,3.0,0,0,10.8352833,106.67406562042235
6.9,79.0,4.0,4.0,5.0,0,1,10.737754800000001,106.72971280655217
3.75,60.0,6.0,3.0,2.0,0,1,10.7705525,106.59952282588061
8.7,60.0,3.0,3.0,3.0,0,0,10.8010732,106.6798916250364
13.95,68.0,4.0,4.0,4.0,1,1,10.737754800000001,106.72971280655217
4.5,42.0,4.0,4.0,3.0,0,0,10.8030656,106.65227606400094
25.0,5.0,6.0,3.0,3.0,1,0,10.7726536,106.66821544343898
6.0,90.0,2.0,6.0,2.0,0,1,10.8352833,106.67406562042235
4.1,60.0,2.0,2.0,2.0,1,0,10.8352833,106.67406562042235
6.0,110.0,5.0,4.0,,1,1,10.8311346,106.7715507
2.6,43.0,,2.0,2.0,1,0,10.8311346,106.7715507
3.6,32.0,2.0,2.0,2.0,1,0,10.7500035,106.51488582967849
11.0,155.0,1.0,5.0,6.0,0,1,10.737754800000001,106.72971280655217
2.5,30.0,2.0,2.0,2.0,0,1,10.8121855,106.70404172557386
4.4,38.0,3.0,3.0,3.0,0,0,10.79159445,106.62785362180159
5.4,56.0,3.0,3.0,4.0,0,1,10.7705525,106.59952282588061
13.0,104.0,5.0,4.0,3.0,1,0,10.8298295,106.7617899
1.85,78.0,,,,1,1,10.861410750000001,106.66420925636413
5.5,40.0,4.0,,,0,0,10.7705525,106.59952282588061
5.5,180.0,1.0,2.0,2.0,1,1,10.737754800000001,106.72971280655217
15.0,84.0,6.0,9.0,9.0,1,1,10.8121855,106.70404172557386
15.0,84.0,,,,1,0,10.7705525,106.59952282588061
3.9,49.0,2.0,2.0,2.0,0,0,10.8298295,106.7617899
1.75,48.0,2.0,2.0,2.0,0,1,10.79159445,106.62785362180159
19.0,157.0,6.0,,,1,1,10.8298295,106.7617899
5.7,64.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
10.5,120.0,7.0,,3.0,0,1,10.8352833,106.67406562042235
3.0,45.0,3.0,2.0,2.0,0,1,10.7763897,106.7011391
1.73,5.0,,2.0,2.0,0,1,10.8352833,106.67406562042235
11.0,205.0,7.0,9.0,,1,0,10.8298295,106.7617899
4.45,100.0,3.0,2.0,2.0,0,1,10.7705525,106.59952282588061
12.0,122.0,3.0,,,1,1,10.79159445,106.62785362180159
7.8,,3.0,5.0,,0,1,10.7763897,106.7011391
7.1,56.0,4.0,5.0,5.0,0,1,10.79159445,106.62785362180159
5.5,43.0,3.0,3.0,3.0,0,1,10.79159445,106.62785362180159
23.5,131.0,7.0,33.0,33.0,1,1,10.737754800000001,106.72971280655217
6.2,52.0,3.0,4.0,4.0,0,0,10.8030656,106.65227606400094
11.5,124.0,5.0,,,0,0,10.8298295,106.7617899
9.0,50.0,6.0,6.0,4.0,0,1,10.7726536,106.66821544343898
4.35,120.0,4.0,,3.0,0,1,10.7705525,106.59952282588061
5.65,84.0,2.0,4.0,3.0,0,0,10.8352833,106.67406562042235
5.45,60.0,3.0,4.0,4.0,0,1,10.7705525,106.59952282588061
6.1,83.0,4.0,4.0,,1,1,10.861410750000001,106.66420925636413
2.3,36.0,,,,0,1,10.79159445,106.62785362180159
4.85,5.0,2.0,3.0,3.0,1,1,10.8311346,106.7715507
29.9,224.0,4.0,5.0,4.0,0,1,10.737754800000001,106.72971280655217
7.93,55.0,4.0,5.0,6.0,0,1,10.8352833,106.67406562042235
1.62,50.0,,2.0,2.0,0,1,10.8298295,106.7617899
6.4,64.0,1.0,2.0,2.0,0,1,10.8352833,106.67406562042235
7.98,56.0,6.0,4.0,5.0,0,1,10.8352833,106.67406562042235
4.5,48.0,1.0,,,1,0,10.7705525,106.59952282588061
7.1,64.0,4.0,5.0,5.0,0,0,10.8352833,106.67406562042235
3.3,92.0,,2.0,2.0,1,1,10.8298295,106.7617899
6.4,55.0,5.0,8.0,,1,1,10.8030656,106.65227606400094
5.2,60.0,,2.0,1.0,0,0,10.8352833,106.67406562042235
7.9,48.0,,3.0,4.0,0,1,10.8010732,106.6798916250364
9.5,53.0,6.0,4.0,4.0,0,1,10.8352833,106.67406562042235
5.9,33.0,3.0,3.0,4.0,0,1,10.7763897,106.7011391
11.5,88.0,,,,1,0,10.7705525,106.59952282588061
5.0,100.0,3.0,4.0,,0,1,10.8311346,106.7715507
4.1,54.0,2.0,2.0,2.0,0,1,10.7763897,106.7011391
15.5,8.0,,8.0,5.0,1,0,10.737754800000001,106.72971280655217
11.3,104.0,2.0,2.0,3.0,1,0,10.8010732,106.6798916250364
4.3,,2.0,2.0,,0,1,10.7763897,106.7011391
7.9,6.0,,,,0,1,10.737754800000001,106.72971280655217
0.65,60.0,4.0,4.0,3.0,0,1,10.7763897,106.7011391
5.4,52.0,2.0,2.0,2.0,0,0,10.8352833,106.67406562042235
6.4,60.0,4.0,3.0,,0,1,10.8030656,106.65227606400094
5.1,42.0,2.0,3.0,2.0,0,0,10.8352833,106.67406562042235
0.525,40.0,2.0,2.0,2.0,1,1,10.7763897,106.7011391
7.35,64.0,3.0,3.0,4.0,0,0,10.737754800000001,106.72971280655217
3.65,69.0,3.0,3.0,2.0,0,1,10.861410750000001,106.66420925636413
9.3,58.0,4.0,4.0,5.0,0,0,10.8010732,106.6798916250364
5.0,118.0,2.0,4.0,3.0,0,1,10.8298295,106.7617899
3.6,61.0,2.0,3.0,2.0,0,0,10.8311346,106.7715507
0.46,15.0,,2.0,,1,1,10.7763897,106.7011391
8.6,88.0,4.0,5.0,5.0,1,0,10.8352833,106.67406562042235
3.98,34.0,3.0,5.0,4.0,0,1,10.8010732,106.6798916250364
12.2,370.0,1.0,8.0,5.0,0,1,10.737754800000001,106.72971280655217
62.16,68.0,3.0,,,1,0,10.7763897,106.7011391
7.3,60.0,3.0,2.0,2.0,1,0,10.8121855,106.70404172557386
4.2,60.0,5.0,,,0,1,10.7705525,106.59952282588061
5.55,68.0,,,,0,0,10.79159445,106.62785362180159
4.55,22.0,2.0,2.0,2.0,1,0,10.7500035,106.51488582967849
12.5,230.0,,3.0,,0,1,10.79159445,106.62785362180159
3.0,31.0,,2.0,2.0,0,0,10.79159445,106.62785362180159
7.5,72.0,4.0,7.0,5.0,0,0,10.8030656,106.65227606400094
9.6,42.0,5.0,6.0,7.0,0,1,10.7726536,106.66821544343898
2.5,36.0,,2.0,1.0,1,1,10.8352833,106.67406562042235
10.5,62.0,,,,0,1,10.778752650000001,106.6870307478091
4.9,54.0,3.0,4.0,3.0,0,1,10.8311346,106.7715507
5.7,64.0,3.0,4.0,3.0,1,0,10.7763897,106.7011391
4.7,90.0,,2.0,2.0,1,1,10.861410750000001,106.66420925636413
7.0,45.0,4.0,5.0,5.0,0,1,10.778752650000001,106.6870307478091
6.8,74.0,3.0,,3.0,0,1,10.8121855,106.70404172557386
6.9,98.0,1.0,,,0,1,10.7500035,106.51488582967849
3.5,42.0,2.0,2.0,,0,1,10.8030656,106.65227606400094
2.5,30.0,4.0,4.0,3.0,0,1,10.8298295,106.7617899
9.5,4.0,3.0,4.0,4.0,0,0,10.8298295,106.7617899
2.98,32.0,2.0,,,0,0,10.79159445,106.62785362180159
5.5,67.0,,3.0,3.0,1,0,10.8298295,106.7617899
5.4,50.0,2.0,3.0,2.0,0,1,10.79159445,106.62785362180159
8.5,63.0,4.0,4.0,5.0,0,1,10.8010732,106.6798916250364
11.9,75.0,4.0,4.0,5.0,1,1,10.8311346,106.7715507
6.5,52.0,4.0,5.0,5.0,1,1,10.8121855,106.70404172557386
3.0,65.0,,2.0,,0,1,10.7705525,106.59952282588061
1.75,4.0,2.0,2.0,2.0,0,1,10.8030656,106.65227606400094
3.9,40.0,2.0,2.0,2.0,0,1,10.7763897,106.7011391
5.35,80.0,,2.0,2.0,1,1,10.861410750000001,106.66420925636413
17.9,120.0,7.0,21.0,22.0,0,1,10.8121855,106.70404172557386
2.0,39.0,3.0,2.0,1.0,1,1,10.7726536,106.66821544343898
5.0,200.0,4.0,5.0,6.0,1,1,10.8352833,106.67406562042235
23.0,100.0,4.0,5.0,6.0,1,1,10.737754800000001,106.72971280655217
185.0,347.0,12.0,,8.0,0,1,10.8030656,106.65227606400094
1.8,2.0,2.0,2.0,2.0,0,1,10.7220335,106.62949387003158
5.0,80.0,,,,0,0,10.7705525,106.59952282588061
19.0,250.0,1.0,,,1,1,10.8298295,106.7617899
12.0,76.0,2.0,,,1,0,10.7705525,106.59952282588061
6.2,38.0,3.0,3.0,3.0,0,0,10.778752650000001,106.6870307478091
6.7,140.0,1.0,3.0,1.0,0,1,10.737754800000001,106.72971280655217
13.5,140.0,1.0,4.0,4.0,1,0,10.8121855,106.70404172557386
4.5,56.0,3.0,3.0,2.0,0,1,10.8352833,106.67406562042235
6.3,77.0,3.0,2.0,,1,0,10.8298295,106.7617899
8.2,46.0,,4.0,4.0,0,0,10.8121855,106.70404172557386
6.85,49.0,2.0,3.0,2.0,1,1,10.8121855,106.70404172557386
10.0,91.0,3.0,3.0,2.0,1,1,10.8352833,106.67406562042235
